Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr21;Attr22;Attr23;Attr24;Attr25;Attr26;Attr27;Attr28;Attr29;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr37;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr55;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;class
0.014516;0.65003;0.23131;14.801;17.273;0;0.027528;0.53839;1.453;0.34997;0.05117;0.057136;0.035851;0.027528;4554.5;0.08014;15.384;0.027528;0.018945;27.604;11.098;0.050243;0.0099899;0.16687;0.32225;0.060121;21.252;0.80626;37.171;0.44404;0.034251;125.12;29.171;21.621;0.047572;1.453;39.311;0.50342;0.03274;0.1245;0.28964;0.034578;164.06;136.46;0.13209;1.252;28.538;0.025678;0.017672;1.097;0.4818;0.34281;12.199;17.547;1205.9;0.03274;0.041477;0.9818;0.43846;13.223;26.748;121.03;30.158;50.648;FALSE
-0.16516;11.431;-0.18978;0.82096;-87.44;-0.22202;-0.16516;-0.12517;14.902;-0.14308;-0.11282;-0.15581;-0.068893;-0.16516;-4064;-0.089814;0.87483;-0.16516;-0.11083;44.534;0.67315;-0.11819;-0.11083;-0.321;-0.38718;-0.089814;-22.579;-14.622;28.864;0.75259;-0.075705;236.77;15.415;14.295;-0.14382;14.902;82.847;-0.05999;-0.096511;0.029885;-0.68413;-0.079313;205.38;160.85;-0.90837;0.64943;40.614;-0.18069;-0.12125;0.76129;1.06;0.6487;-11.024;-0.46222;-146.1;-0.096511;11.543;10.973;-0.58073;8.196;22.692;259.63;14.059;11.482;FALSE
0.09475;0.75869;-0.013938;0.94951;-43.743;0;0.11678;0.31806;10.249;0.24131;0.13566;0.42303;0.24177;0.11678;1117.6;0.32658;13.181;0.11678;0.11395;27.075;11.037;0.12611;0.092451;0.13686;0.23118;0.29754;66.795;-0.018889;39.946;0.6805;0.13237;113.92;32.039;11.658;0.14038;10.249;0.39338;0.71441;0.13698;0.22772;0.098365;0.12305;70.966;43.892;12.463;0.67414;31.372;-0.0048868;-0.0047682;0.3455;0.27607;0.31212;0.32703;0.9682;-137.64;0.13698;0.39265;0.88737;19.606;13.481;83.159;98.319;37.124;1.389;FALSE
-0.017666;10.393;-0.04947;0.91377;-58.03;-0.2755;-0.019094;-0.037816;14.349;-0.039302;0.016291;-0.033281;0.002746;-0.019094;96283;0.003791;0.96218;-0.019094;-0.013307;43.864;11.814;0.016151;-0.012312;-0.10207;-0.28793;0.005164;0.45645;-0.10398;42.818;0.70088;0.008618;148.21;24.628;13.595;0.021956;14.349;0.77088;0.41706;0.015302;0.062354;0.8841;0.011256;124.26;80.391;-0.10245;0.61321;44.546;-0.006882;-0.004796;0.50441;0.5737;0.40605;-0.082609;0.8766;-946.61;0.015302;0.4495;10.133;-11.612;83.211;45.403;145.94;2.501;30.159;FALSE
0.0023378;0.91183;0.18345;14.874;-32.097;-0.0069623;0.018212;0.096692;21.079;0.088167;0.13423;0.048386;0.024863;0.018212;6350.6;0.057475;10.967;0.018212;0.0086403;40.594;1.302;0.13418;0.0011091;0.1044;-0.0046244;0.040065;11.565;0.41679;36.123;0.43259;0.026541;68.814;53.041;21.895;0.11139;21.079;0.64648;0.59154;0.052846;0.32937;0.18052;0.063655;75.477;34.883;0.0099725;0.86456;42.859;0.099981;0.047433;0.61398;0.3764;0.18853;0.20031;13.439;751.27;0.052846;0.026516;0.99148;57.093;89.914;10.464;65.178;56.001;47.889;FALSE
0.047111;0.58424;0.064771;11.322;-15.353;0.13098;0.047111;0.70143;10.118;0.4098;0.047111;0.096167;0.020509;0.047111;2262.9;0.1613;17.116;0.047111;0.010253;63.913;0.99327;0.063255;0.010253;0.13098;0.4098;0.1613;0.13929;0.14544;44.695;0.12066;0.010253;39.374;92.701;0.10827;0.063255;46.169;50.257;0.50415;0.013767;0.067993;0.17401;0.013767;41.414;35.023;0.58554;0.96798;64.667;0.01613;0.0035106;0.94936;0.48988;0.10787;0.92018;1.132;1909.4;0.011655;0.11496;0.98834;0.23025;57.109;10.422;38.915;93.794;10.317;FALSE
0.03203;0.78012;-0.14614;0.71743;-19364;0;0.03203;0.28186;19.609;0.21988;0.059533;0.061932;0.029201;0.03203;4972.9;0.073398;12.819;0.03203;0.016335;46.552;12.047;0.057782;0.016335;0.070824;0.065786;0.073398;21.009;-0.23235;41.005;0.38777;0.030347;98.4;37.105;24.599;0.042465;19.609;12.338;0.31791;0.021656;0.040506;0.31326;0.029468;65.167;18.614;0.12807;0.23386;47.568;0.032553;0.016601;0.47562;0.51718;0.26951;0.34959;0.50545;-1841.7;0.021656;0.14567;0.99267;0.44581;78.406;19.609;96.269;37.915;31.176;FALSE
0.0085207;0.59467;0.1484;12.815;10265;0;0.013373;0.68139;19.608;0.40521;0.049941;0.02537;0.027099;0.013373;4084.9;0.089353;16.816;0.013373;0.00682;75.406;0.98319;0.047929;0.0043455;0.07363;0.31609;0.081194;13.107;0.45733;39.269;0.30304;0.022452;100.98;36.473;32.328;0.055503;19.608;47.803;0.46178;0.028306;0.013247;0.22605;0.024443;124.44;49.037;0.021034;0.51302;76.91;0.0081657;0.0041644;11.359;0.5271;0.27418;12.487;1.423;1254;0.028306;0.021028;0.99909;0.1396;48.405;74.434;98.118;3.72;60.427;FALSE
-0.015448;0.28427;0.36591;38.394;109.9;0.097345;-0.01035;25.177;0.99812;0.71573;-0.01035;-0.080313;0.10292;-0.01035;922.04;0.39586;35.177;-0.01035;-0.0094662;22.014;0.75598;0.0028358;-0.014129;0.13011;0.71573;0.37793;0.025888;0.72426;42.035;0.058219;-0.0094662;42.941;85.001;0.0099755;0.0028358;11.079;27.595;0.87113;0.0025936;17.359;0.074341;0.0025936;90.493;68.48;-0.23426;33.277;21.972;-0.12005;-0.1098;17.405;0.12887;0.11765;14.167;17.243;5846.5;-0.0018798;-0.021583;10.019;0.21713;16.581;53.301;43.021;84.842;21.641;FALSE
0.19387;0.26275;0.30796;27.855;250.05;0.004129;0.24374;2.806;0.68818;0.73725;0.24549;14.131;0.4228;0.24374;329.6;11.074;3.806;0.24374;0.35418;69.72;11.505;0.24205;0.28171;0.57245;0.70538;0.91759;138.55;0.59272;42.762;0.00777;0.3548;209.77;17.655;1.159;0.38806;0.68818;40.269;0.82392;0.56389;14.972;0.030277;0.35172;117.85;48.128;14.748;20.233;157.56;0.19482;0.2831;18.285;0.17248;0.56641;1.419;15.858;27.855;0.56389;0.26289;0.43962;0.11755;52.352;7.584;91.482;39.899;13.245;FALSE
-0.03524;0.81416;0.19392;14.655;-195.28;-0.017224;-0.03452;0.22822;0.77115;0.18581;-0.011768;-0.082864;0.033945;-0.03452;11353;0.032151;12.283;-0.03452;-0.044764;80.982;0.5685;-0.011844;-0.045698;0.05279;0.13305;0.031267;-0.52058;0.49786;36.241;10.546;-0.022844;196.69;18.829;0.96342;-0.0018132;0.77252;27.216;0.34726;-0.0023513;0.99927;0.55553;-0.015359;91.928;10.947;-0.20597;1.41;80.782;-0.07254;-0.094068;0.74985;0.41659;0.53889;0.47705;0.89157;816;-0.0024653;-0.18966;10.154;0.86893;45.072;33.344;197.18;18.511;19.799;TRUE
0.068425;0.39294;0.095576;13.125;-74.249;0;0.081423;15.449;1.277;0.60706;0.087113;0.2662;0.13312;0.081423;843.68;0.43263;25.449;0.081423;0.063759;31.62;11.093;0.08545;0.053581;0.27222;0.58728;0.39955;15.016;0.15968;46.579;0.30114;0.068215;91.213;40.016;3.115;0.053054;1.277;69.399;0.64897;0.041545;0.054705;0.075265;0.066913;109.96;78.339;0.61851;0.95079;32.99;-0.0031225;-0.0024452;10.217;0.30587;0.2499;10.142;10.842;4347.2;0.041545;0.11271;0.93795;0.06903;11.543;46.592;87.424;41.751;21.335;FALSE
0.001165;0.7321;0.1168;13.293;-10.273;0.054521;0.00315;0.24893;10.306;0.18224;0.00315;0.008881;0.023539;0.00315;4438.5;0.082235;13.659;0.00315;0.001232;25.92;13.166;0.036093;0.000455;0.077282;0.18224;0.079522;0.14545;0.22103;49.544;0.25051;0.001232;52.176;69.955;0.049301;0.036093;25.886;0.76826;0.5596;0.014112;0.26994;0.2584;0.014112;53.629;27.708;0.006413;0.81726;26.714;-0.02096;-0.008195;0.64409;0.35474;0.14295;0.34485;10.589;10515;0.029726;0.006392;0.97027;20.707;14.082;13.173;50.625;72.099;48.397;FALSE
0.073681;0.9224;0.3224;23.508;-17.306;0.59756;0.076363;-0.37733;11.529;-0.34805;0.076363;0.31993;0.078308;0.076363;2952.1;0.12364;10.841;0.076363;0.052434;88.064;10.563;0.14787;0.050593;0.6097;-0.34805;0.12073;11.706;0.73455;47.921;0.6083;0.052434;68.968;52.923;0.16031;0.14787;15.181;0.30672;0.33567;0.10153;0.27837;0.16344;0.10153;123.97;35.907;0.20969;0.87862;101.53;0.11018;0.075658;0.60829;0.23868;0.18895;-0.79298;0.76477;19976;0.13264;-0.2117;0.86736;-19.644;41.447;10.165;59.82;61.016;33.181;FALSE
-0.067935;0.23296;0.011994;10.713;-115.93;0.1027;-0.016659;31.917;10.436;0.74356;-0.016659;-0.099056;0.036236;-0.016659;6936.8;0.052618;42.925;-0.016659;-0.049244;72.496;0.78106;0.0038862;-0.20082;0.17099;0.74356;-0.16749;0.11989;0.01463;5.488;0.68189;-0.049244;189.37;19.274;0.016682;0.0038862;0.35847;17.437;0.80835;0.011488;0.25069;0.23349;0.011488;148.91;76.409;-10.111;0.67179;75.66;-0.02503;-0.073992;0.77337;0.16817;0.51882;0.90696;0.98599;3689.5;0.041808;-0.091365;0.95819;0.087136;50.347;47.769;181.45;20.115;0.41263;FALSE
0.25019;0.19099;0.0057492;10.365;-53.125;0.45735;0.25019;42.015;10.331;0.80246;0.25019;15.885;0.054488;0.25019;187.2;19.497;52.358;0.25019;0.036607;53.078;10.345;0.24963;0.036607;0.45735;0.80246;19.497;0.37735;0.0068709;3.607;0.020069;0.036607;86.899;42.003;1.307;0.24963;68.655;19.064;0.83596;0.036526;0.35567;0.016887;0.036526;57.267;0.41886;25.173;0.40547;54.836;0.12743;0.018645;0.85472;0.1575;0.023808;0.95902;0.99905;23.26;0.032055;0.31178;0.96794;0.041743;68.766;871.42;84.113;43.394;81.677;FALSE
0.011486;0.84358;0.19866;16.593;0.021469;0;0.012566;0.18542;0.97553;0.15642;0.072198;0.041701;0.036365;0.012566;8679.5;0.042053;11.854;0.012566;0.012881;62.296;10.504;0.068524;0.011774;0.063037;0.070697;0.040773;11.491;0.39731;45.583;0.86276;0.053945;120.83;30.304;10.825;0.065303;0.98534;0.84413;0.55149;0.066941;0.113;0.30754;0.070243;174.33;112.04;0.068984;11.067;66.552;0.045614;0.046759;0.59269;0.30133;0.32999;0.31282;11.029;7184.5;0.066941;0.073431;0.98725;25.258;58.591;32.578;112.74;32.374;1.951;TRUE
0.085826;0.37321;0.49382;27.203;33.944;0;0.085826;16.794;39.191;0.62679;0.092328;0.29898;0.030942;0.085826;1123.4;0.32491;26.794;0.085826;0.0219;10.325;10.466;0.086151;0.0219;0.36443;0.085826;0.32491;13.25;22.537;3.488;0.089838;0.023393;27.12;13.528;10.405;0.055592;39.756;89.609;0.70156;0.014185;0.14383;0.10232;0.021983;68.882;58.557;0.77419;0.53001;10.42;0.050715;0.012941;20.923;0.28706;0.073922;28.605;32.018;1519;0.014185;0.13693;0.97678;0.11929;35.352;62.332;26.735;13.652;17.886;TRUE
-0.1964;0.80254;-0.26556;0.64974;-286.95;-0.071296;-0.1998;0.20853;0.79973;0.16735;-0.1998;-0.26353;-0.29756;-0.1998;-1482.6;-0.24619;1.246;-0.1998;-0.30091;206.01;0.85322;-0.16672;-0.29578;-0.043955;0.16735;-0.24195;-2.008;-0.5234;41.786;12.077;-0.30091;333.31;10.951;-0.20774;-0.16672;0.67265;26.576;0.2117;-0.25108;0.026845;-0.1604;-0.25108;259.61;53.604;-0.52406;0.15546;164.75;-0.16894;-0.25444;0.61384;0.75819;0.91318;0.32984;0.41725;-4006.5;-0.25042;-11.735;12.504;0.26502;17.718;68.092;416.78;0.87577;13.087;FALSE
-0.081825;11.005;-0.18344;0.83216;-155.08;0;-0.081825;-0.091303;14.223;-0.10048;-0.08136;-0.074868;-0.046319;-0.081825;-6097;-0.059865;0.90869;-0.081825;-0.057529;121.83;0.84642;-0.13937;-0.057529;-0.23604;-0.19114;-0.059865;-299.46;-20.247;38.207;0.76214;-0.057205;254;14.447;14.348;-0.14833;14.977;73.057;-0.094527;-0.10429;0.028895;-0.29721;-0.097986;225.29;103.45;-0.17235;0.46329;110.34;-0.15531;-0.1092;0.82645;10.929;0.69588;-1.109;-10.433;-1214;-0.10422;0.81436;10.543;-0.059222;29.959;35.281;280.47;13.014;15.699;TRUE
-0.045722;0.49015;0.34259;26.945;18.483;-0.088467;-0.044741;0.89884;0.97596;0.44057;-0.044741;-0.22129;0.0087865;-0.044741;18079;0.02019;20.402;-0.044741;-0.039725;91.563;0.9267;-0.023336;-0.040596;-0.054161;0.44057;0.018187;-0.20221;0.75256;43.367;0.42868;-0.039725;63.947;57.078;-0.04761;-0.023336;11.756;0.91063;0.72854;-0.020719;0.05414;0.51482;-0.020719;173;81.437;-0.16183;1.297;89.362;-0.077973;-0.069231;11.114;0.20218;0.1752;0.96779;16.004;7437.9;-0.024627;-0.10378;10.246;0.65363;39.863;4.482;65.522;55.706;24.741;FALSE
0.064092;0.54528;0.000514;1.001;-136.32;0.11396;0.084657;0.53907;10.219;0.29394;0.084657;0.16416;0.16902;0.084657;1588;0.22985;18.339;0.084657;0.11417;24.301;0.82076;0.12773;0.086433;0.15751;0.29394;0.19214;17.602;0.001063;41.895;0.72733;0.11417;259.39;14.072;0.23425;0.12773;0.86485;15.778;0.32353;0.17226;0.41978;0.10645;0.17226;147.54;123.23;12.982;0.90526;24.832;0.087057;0.1174;0.94668;0.51569;0.71064;0.60757;0.66873;7.96;0.021383;0.21804;0.97862;0.10066;15.02;29.618;253.84;14.379;15.327;FALSE
0.16366;0.061606;0.50902;94.003;145.54;0;0.16366;15.232;12.619;0.93839;0.16455;27.009;0.16593;0.16366;107.39;33.987;16.232;0.16366;0.1297;18.763;13.466;0.16063;0.1297;0.25807;0.16366;33.987;180.83;11.827;37.282;-0.2139;0.1304;19.964;18.283;17.984;0.15398;12.619;499.73;0.9394;0.12202;57.142;0.0099516;0.1273;64.609;45.845;2.523;83.298;21.371;0.11492;0.091068;92.462;0.060596;0.054695;21.804;21.827;2722.4;0.12202;0.17441;0.87176;0.0010764;19.453;79.616;17.527;20.824;2.932;FALSE
0.018061;0.80616;-0.04013;0.94928;-21342;0;0.024745;0.24044;14.771;0.19384;0.069876;0.031277;0.026019;0.024745;7656.5;0.047672;12.404;0.024745;0.016753;175.01;12.544;0.069876;0.012228;0.034293;0.11745;0.039382;15.483;-0.16118;40.201;0.53507;0.047301;205.32;17.797;17.466;0.070613;14.771;28.515;0.20885;0.047806;0.021103;0.32158;0.047307;181.46;64.509;0.025502;0.0541;183.59;0.056189;0.038041;0.9316;0.79115;0.56188;0.77853;0.83882;-420.28;0.047806;0.093179;0.98382;0.077438;20.856;56.581;195.5;1.867;59.326;FALSE
0.082703;0.5834;0.14024;13.821;56.308;0;0.087846;0.71402;0.71438;0.41656;0.13168;0.23934;0.18499;0.087846;1611.3;0.22653;17.141;0.087846;0.12297;17.481;15.044;0.11033;0.11577;0.03336;0.24113;0.21771;25.172;0.28464;44.349;0.40496;0.18432;191.24;19.389;12.198;0.013868;0.84332;24.031;0.61342;0.019412;0.80578;0.12575;0.15444;108.07;90.593;24.172;0.899;17.548;0.066022;0.092419;0.86951;0.36704;0.51576;0.84549;1.245;3817;0.019389;0.19854;0.84386;0.47257;20.88;4.029;187.53;19.463;1.45;TRUE
0;0.40203;0.13338;15.777;-28.69;0.42531;0.091773;14.874;0.69573;0.59797;0.097577;0.39753;0.13191;0.091773;1599;0.22827;24.874;0.091773;0.13191;82.919;13.394;0.091983;0;0.81586;0.55861;0;15.85;0.20979;51.549;0.56381;0.13191;198.55;18.392;10.562;0.090688;0.69573;12.046;0.76914;0.13035;0.082022;0.14569;0.13221;181.16;98.237;0;0.89311;135.86;0.091983;0.13221;0.90599;0.23086;0.54371;0.94055;12.098;19053;0.38999;0;0.61865;0.28625;44.019;37.155;121.12;30.136;10.943;TRUE
0.0234;0.56069;0.11314;12.395;-27.55;0;0.025873;0.78352;16.171;0.43931;0.14407;0.054756;0.061437;0.025873;2059.9;0.17719;17.835;0.025873;0.015999;47.896;0.69302;0.14406;0.01447;0.22478;0.37723;0.17278;12.189;0.27306;38.091;0.3293;0.027504;118.31;30.851;25.999;0.15942;16.171;46.252;0.52005;0.098582;0.074161;0.085913;0.089086;124.28;76.381;0.11027;0.79035;53.134;0.070585;0.043648;10.445;0.47251;0.32414;10.602;12.551;729.05;0.098582;0.053265;0.98491;0.18379;76.206;47.787;106.65;34.224;39.028;FALSE
0.046997;0.39788;0.18646;36.811;24.691;0;0.05368;15.133;17.806;0.60212;0.075237;0.77186;0.052734;0.05368;1546.7;0.23599;25.133;0.05368;0.030148;13.373;0.82905;0.075232;0.026394;0.40138;0.51732;0.2192;3.49;0.25063;33.938;0.17495;0.042254;14.858;24.566;42.941;0.072054;17.806;0.58666;0.92731;0.040467;13.395;0.11488;0.042252;33.382;20.009;0.72038;2.743;13.937;0.035016;0.019666;0.64344;0.069547;0.040706;0.80932;12.464;461.73;0.040467;0.078053;0.97036;0.54006;27.293;18.242;14.256;25.602;23.933;FALSE
0.030625;0.80407;-0.15575;0.70068;-13422;0;0.030625;0.24367;16.158;0.19593;0.065699;0.058855;0.033624;0.030625;5402.2;0.067566;12.437;0.030625;0.018954;58.911;11.904;0.065588;0.018954;0.03851;0.042961;0.067566;1.87;-0.24512;41.036;0.48881;0.038326;120.76;30.308;19.614;0.042966;16.158;0.94963;0.30524;0.026592;0.029441;0.30017;0.040593;78.901;19.99;0.11743;0.1995;60.356;0.041886;0.025923;0.45343;0.52034;0.32994;0.30835;0.48039;-1977.3;0.026592;0.15631;0.99776;0.55794;61.958;18.259;117.55;31.052;25.429;FALSE
0.11382;0.15269;0.23573;30.748;97.45;0.46178;0.14442;54.021;11.574;0.82484;0.14442;12.711;0.20403;0.14442;258.66;14.111;65.492;0.14442;0.13676;0.34738;11.477;0.1398;0.10778;0.57267;0.82484;12.107;15.322;0.3623;43.388;-0.072011;0.13676;45.449;80.309;0.9156;0.1398;10.676;89.153;0.86391;0.13238;20.745;0.023809;0.13238;39.282;38.934;113.24;3.066;0.40205;0.068764;0.065115;2.288;0.11362;0.12452;12.677;13.278;5143.5;0.13597;0.13799;0.86403;0.04737;1050.7;93.747;39.269;92.948;16.231;FALSE
0.008286;0.78248;0.13185;13.894;-26.915;0.027347;0.011507;0.27733;1.024;0.217;0.011507;0.033984;0.050249;0.011507;4535.4;0.080478;1.278;0.011507;0.009182;56.232;0.95357;0.025909;0.006612;0.035251;0.217;0.076362;0.2117;0.24898;41.739;0.61709;0.009182;100.98;36.145;0.033112;0.025909;12.712;0.62492;0.66087;0.020674;0.10503;0.33248;0.020674;126.66;70.431;0.042918;0.81919;57.58;-0.025556;-0.020392;0.60124;0.33861;0.27667;0.40979;1.248;1967.8;0.023404;0.038185;0.9766;20.455;6.491;51.824;98.62;37.011;23.666;FALSE
0.062258;0.42073;0.13634;13.693;54.835;0.089464;0.075113;12.474;10.324;0.5248;0.075113;0.20346;0.036521;0.075113;1412.1;0.25848;23.768;0.075113;0.025225;10.199;10.956;0.079582;0.020908;0.12083;0.5248;0.22792;0.27592;0.27571;41.403;0.13056;0.025225;46.719;78.127;0.18915;0.079582;30.083;81.908;0.57636;0.026725;0.11285;0.12217;0.026725;56.856;46.657;0.74822;11.439;10.53;0.045946;0.015429;12.015;0.36917;0.128;10.613;11.656;1883.2;0.031403;0.11863;0.9686;0.098242;35.787;78.231;45.251;8.066;60.219;FALSE
0.16848;0.51422;-0.0039934;0.99145;-81.878;0;0.16848;0.94469;35.635;0.48578;0.17606;0.36078;0.056716;0.16848;928.66;0.39304;19.447;0.16848;0.04728;71.678;0.97954;0.17606;0.04728;0.73903;0.16848;0.39304;23.23;-0.0074364;33.728;0.14209;0.0479;50.51;72.263;65.626;0.18892;35.635;92.729;0.52816;0.053014;0.021205;0.081745;0.049406;46.409;39.241;24.076;0.8416;7.569;0.14243;0.039969;0.90039;0.46699;0.13838;0.90462;0.98354;-9.422;0.053014;0.34683;0.95274;0.087248;50.922;93.014;47.833;76.308;6.636;FALSE
0.000493;0.33412;0.11637;1.466;-22.197;0;0.005172;19.929;0.7602;0.66588;0.039223;0.020712;0.076944;0.005172;2084.9;0.17507;29.929;0.005172;0.006803;62.798;0.81329;0.000535;0.000649;0.027002;0.48048;0.16106;0.015712;0.18356;49.792;0.40222;0.02477;140.2;26.446;19.764;-0.005938;0.7602;29.904;0.67374;-0.00781;0.20569;0.2068;0.000704;151.1;88.304;0.00377;0.94223;72.293;-0.052787;-0.069438;10.956;0.2497;0.37813;10.504;10.628;11093;0.14488;0.00074;0.91345;0.011815;58.123;41.335;119.89;30.445;11.992;TRUE
-0.041643;0.8481;-0.12852;0.57485;-121.92;0;-0.036795;0.17901;0.42138;0.15182;0.006414;-0.12172;-0.030657;-0.036795;-23963;-0.015232;11.791;-0.036795;-0.087322;91.932;0.64405;0.006414;-0.098825;0.045607;0.12978;-0.020947;0.14843;-0.15557;4.104;20.119;0.01522;212.42;17.183;0.61247;-0.098064;0.52581;0.29911;0.69731;-0.23272;0.096108;0.9333;0.01522;125.36;116.17;-39.237;0.13122;74.576;-0.017463;-0.041444;0.2049;0.3023;0.58197;0.18377;0.84405;-1633;-0.23272;-0.27429;0.98788;35.931;39.703;3.142;261.85;13.939;0.51005;TRUE
-0.11085;0.99852;0.01094;10.155;-67.921;0.0088025;-0.11085;0.0014421;20.781;0.00144;-0.077049;-0.15726;-0.024385;-0.11085;-7192.2;-0.050749;10.015;-0.11085;-0.053344;89.572;0.85033;-0.077052;-0.053344;-0.10205;-0.10205;-0.050749;-22.795;0.038517;35.292;0.47391;-0.037122;124.68;31.012;21.893;0.014719;21.088;22.657;0.29488;0.0070831;0.019518;-19.724;-0.037079;123.32;114.36;-21.737;0.091862;85.146;-0.13723;-0.066037;0.71691;0.70491;0.32245;0.0050697;10.382;37;0.0069721;-76.982;10.366;203.78;40.749;31.916;123.81;2.948;73.162;TRUE
0.0046227;0.74428;0.15167;13.272;-44.739;-0.0045656;0.012479;0.34358;13.991;0.25572;0.038118;0.02692;0.034035;0.012479;5704.9;0.06398;13.436;0.012479;0.0089194;62.226;11.315;0.067331;0.0033041;0.040458;0.097935;0.053424;26.262;0.39417;49.378;0.51271;0.0089194;127.74;29.785;18.551;0.074582;13.991;14.145;0.52204;0.053307;0.23151;0.24211;0.048125;132.5;70.278;0.019381;0.81264;63.054;0.032191;0.023009;0.82661;0.46356;0.33574;0.6646;13.567;13141;0.053307;0.018077;10.052;10.414;58.657;51.937;120.93;30.182;36.362;TRUE
-0.032118;0.7428;0.14921;1.305;-38.298;0;-0.038207;0.34625;20.839;0.2572;-0.011046;-0.078088;-0.0042616;-0.038207;-30530;-0.011956;13.463;-0.038207;-0.018334;29.046;10.366;-0.01422;-0.015412;-0.05028;0.21798;-0.003758;-0.52353;0.41276;4.353;0.34665;-0.0053005;85.095;42.893;28.254;-0.014797;20.839;19.688;0.49728;-0.0071005;0.052773;1.639;-0.0068236;107.31;78.266;-0.19367;0.96603;28.841;-0.043546;-0.020896;0.85958;0.48928;0.23314;0.71147;13.756;3363.6;-0.0071005;-0.12488;10.183;0.93344;12.566;46.636;85.699;42.591;57.645;FALSE
0.11881;0.48405;0.043972;11.536;-18.157;0.4026;0.11881;10.659;11.445;0.51595;0.11881;0.4151;0.2224;0.11881;693.66;0.52619;20.659;0.11881;0.10374;26.399;0.98171;0.14373;0.10374;0.4026;0.51595;0.52619;14.365;0.065648;42.022;0.42231;0.10374;104.4;34.961;0.29694;0.14373;11.811;12.503;0.71379;0.12551;0.018044;0.05691;0.12551;103.59;77.188;14.343;0.86423;30.215;0.007835;0.006842;0.68213;0.28621;0.28603;0.77028;10.656;700.49;0.12627;0.23027;0.87373;0.38345;13.826;47.287;91.219;40.014;17.098;FALSE
0.044046;0.72093;-0.10236;0.8211;-34.286;0.13308;0.044046;0.34694;10.046;0.25012;0.044046;0.076982;0.035351;0.044046;3855.2;0.094678;13.871;0.044046;0.022812;14.243;10.575;0.052399;0.022812;0.13308;0.25012;0.094678;0.27264;-0.19305;44.867;0.36132;0.022812;108.66;33.592;0.072683;0.052399;19.808;26.511;0.39891;0.027138;0.045996;0.30938;0.027138;83.834;69.591;0.5846;0.68942;14.309;0.028188;0.014599;0.65164;0.57215;0.29769;0.47174;0.75236;-3139.2;0.0045972;0.1761;0.9954;0.59485;25.627;52.449;108.16;33.747;36.416;FALSE
0.039711;0.56299;0.063264;11.591;-28.718;0.060346;0.049546;0.47863;10.506;0.26947;0.049546;0.12462;0.055073;0.049546;2332.9;0.15646;17.762;0.049546;0.030978;39.817;12.719;0.073154;0.024829;0.073464;0.26947;0.13899;0.48053;0.11734;43.993;0.34381;0.030978;95.324;38.291;0.12994;0.073154;16.374;17.313;0.43488;0.045739;0.050954;0.16572;0.045739;100.55;60.729;0.2276;0.72028;41.832;0.034616;0.021643;0.81857;0.39758;0.26116;0.49979;0.80659;1586.6;0.048167;0.14737;0.95183;0.61385;91.668;60.103;90.732;40.228;29.665;FALSE
0.16782;0.12232;0.44079;50.627;188.87;0.56996;0.20937;70.222;12.694;0.85899;0.20937;19.297;0.24139;0.20937;196;18.623;8.175;0.20937;0.22186;21.701;0.99831;0.2053;0.17783;0.70918;0.85899;15.226;27.615;0.97798;44.184;-0.15351;0.22186;53.269;68.521;16.783;0.2053;0.9569;35.664;0.87282;0.21754;25.026;0.017975;0.21754;107.43;85.729;2.991;45.456;27.547;0.18686;0.19801;44.904;0.1085;0.14594;19.058;19.365;11552;0.21223;0.19537;0.78777;0.016098;16.82;42.576;41.963;8.698;20.938;FALSE
0.097561;0.68404;0.00488;10.097;-29.632;-0.45191;0.10408;0.46191;15.867;0.31596;0.12746;0.20688;0.081533;0.10408;1929.9;0.18913;14.619;0.10408;0.065596;28.343;1.613;0.12746;0.061485;0.0356;-0.1067;0.17959;54.532;0.009918;37.451;0.37434;0.069614;123.87;29.466;21.672;0.10428;15.867;23.019;0.48312;0.065722;0.1822;0.14928;0.080326;95.766;67.424;0.79181;0.7648;30.336;0.10217;0.064389;0.74263;0.50311;0.33937;0.64218;0.98191;27.132;0.065722;0.30878;0.93575;0.52903;12.878;54.135;115.73;31.539;3.225;FALSE
0.032887;0.60521;0.2587;18.489;-37.135;0;0.032887;0.65232;0.9313;0.39479;0.032887;0.10791;0.035313;0.032887;6717;0.054339;16.523;0.032887;0.035313;131.39;12.135;0.065009;0.035313;-0.015556;0.30646;0.054339;20.019;0.5928;38.832;0.59841;0.06401;200.07;29.133;1.467;0.074422;0.95329;0.82811;0.67037;0.079911;0.20653;0.31032;0.069805;196.17;64.774;0.098095;13.066;137.82;0.065009;0.069805;0.93103;0.30476;0.34326;0.90465;15.361;1977;0.40298;0.083301;0.61582;0.69804;27.779;5.635;119.44;30.558;2.134;TRUE
